physical asset,location,ownership,commodity,Countries,USA states
Darling Range Mine,Australia,"Alcoa Corporation,Alumina Limited",Bauxite,Australia,
Juruti Mine,Brazil,"Alcoa Corporation,Alumina Limited",Bauxite,Brazil,
Bauxite Deposits,"Huntly,Willowdale",Alcoa Corporation,Bauxite,Australia,
Bauxite Mine And Alumina Refinery,"Saudi Arabia,Alumar,Guinea,Brazil,Suriname","Alcoa Corporation,Ma'aden,Alumina Limited","Bauxite,Alumina","Saudi Arabia,Guinea,Brazil,Suriname",
Bauxite Residue Areas,"Pocos De Caldas,Brazil","Alcoa Corporation,Copano Enterprises LLC,AWAC","Bauxite,Aluminum",Brazil,
Casthouses,,Alcoa Corporation,Aluminum,,
drillholes,"Baie-Comeau,Quebec",Alcoa Corporation,"Minerals,Aluminum",Canada,
Eastalco Site,"Eastalco,Maryland",Alcoa Corporation,,USA,Maryland
equipment,"Australia,Brazil,Canada,Guinea,Saudi Arabia,USA","Alumina Limited,Alcoa Corporation,Alcoa Corporation","Bauxite,Aluminum,Alumina,Primary Aluminum","Australia,Brazil,Canada,Guinea,Saudi Arabia,USA",
Gum Springs Waste Treatment Facility,"Gum Springs,Arkansas","Alcoa Corporation,Elemental Environmental Solutions LLC (EES)",,USA,Arkansas
Huntly Mine,"Darling Range,Western Australia",Alcoa Corporation,Bauxite,Australia,
Hydroelectric Generation Facility,"Brazil,Canada,USA",Alcoa Corporation,"Electricity,Hydroelectric Power","Brazil,Canada,USA",
Hydroelectric Power Plant,,Alcoa Corporation,,,
Impoundment Structures,,Alcoa Corporation,"Bauxite,Alumina,Aluminum",,
infrastructure,"Aluminum Smelters,Iceland,Norway,Juruti,Brazil",Alcoa Corporation,"Bauxite,Primary Aluminum","Iceland,Norway,Brazil",
Intalco Smelter,"Intalco,Washington",Alcoa Corporation,"Aluminum,Primary Aluminum",USA,Washington
Juruti Bauxite Mine,"Juruti,Para","AWAB,Ma'aden,Alcoa Corporation","Bauxite,Alumina",Brazil,
Kwinana Refinery,"Kwinana,Spain","Alcoa Corporation,Alumina Limited","Alumina,Aluminum,Bauxite,Calcined Coke,Electricity",Australia,
Land and Industrial Assets  at Rockdale Smelter Site,"Texas,Maryland",Alcoa Corporation,,USA,"Maryland,Texas"
Land and Mines,,Alcoa Corporation,"Bauxite,Aluminum",,
Lista Aluminum Smelter,Norway,Alcoa Corporation,"Aluminum,Primary Aluminum",Norway,
Machinery And Equipment,,Alcoa Corporation,"Alumina,Bauxite,Aluminum",,
Massena East Smelter,"Massena,New York","Reynolds Metals Company,Alcoa Corporation","Aluminum,Primary Aluminum",USA,New York
mines,"Australia,Brazil,Guinea,Western Australia,Canada,Spain,Saudi Arabia","Alcoa Corporation,Alumina Limited,AWAC,South32,MRN,CBG","Bauxite,Alumina","Australia,Brazil,Guinea,Canada,Spain,Saudi Arabia",
Mining Areas,Western Australia,"Alcoa Corporation,Alumina Limited",Bauxite,Australia,
Mining Operations,"Western Australia,Brazil,Guinea,Saudi Arabia,Washington,Canada,USA",Alcoa Corporation,"Bauxite,Aluminum","Australia,Brazil,Guinea,Saudi Arabia,Canada,USA",Washington
MosjÃÂ¸en Smelter,"MosjÃÂ¸en,Norway",Alcoa Corporation,,Norway,
Open-Cut Mines,"Darling Range,Juruti,Trombetas","AWA Brasil,MRN",Bauxite,"Australia,Brazil",
ore bodies,Baie-Comeau,,Minerals,Canada,
Plants,"Brazil,Australia","Alcoa Corporation,Alumina Limited","Bauxite,Alumina,Aluminum,Electricity,Energy","Brazil,Australia",
Point Comfort Alumina Refinery,"Point Comfort,Texas",Alcoa Corporation,Alumina,USA,Texas
Portland Aluminium Joint Venture,Australia,Alcoa Corporation,Aluminum,Australia,
Portland Aluminum Smelter,"Portland,Australia","Alcoa Corporation,Alumina Limited","Aluminum,Primary Aluminum",Australia,
Power Plant,"Warrick County,Indiana,Iceland,United States,North America,Brazil","Alcoa Corporation,Landsvirkjun","Electricity,Aluminum,Energy","USA,Iceland,Brazil",Indiana
Process Plant,"Darling Range,Huntly,Willowdale",Alcoa Corporation,Bauxite,Australia,
Properties,"Brazil,Guinea,Saudi Arabia,Australia,USA,Canada","Alcoa Corporation,Alumina Limited","Bauxite,Alumina,Primary Aluminum,Aluminum,Energy","Brazil,Guinea,Saudi Arabia,Australia,USA,Canada",
Reclaiming Site,,,,,
Refineries,"Europe,Australia,Brazil,China,Spain,Saudi Arabia,Western Australia,Canada","Alcoa Corporation,Alumina Limited,AWAC,MBAC","Aluminum,Bauxite,Alumina","Spain,Australia,Brazil,China,Canada,Saudi Arabia",
Remediating Site,,,,,
Rockdale Site,"Rockdale,TX",Alcoa Corporation,,USA,
rolling mill,"Indiana,Warrick","Alcoa Corporation,Kaiser Aluminum Corporation,Ma'aden",Aluminum,USA,Indiana
San Ciprian Alumina Refinery,Spain,"Alcoa Corporation,Ma'aden","Aluminum,Alumina",Spain,
Smelters,"Europe,Quebec,Massena,New York,Portland,Australia,Western Australia,Brazil,USA,Canada,Iceland,Norway,Spain,Washington,San CipriÃÂ¡n,Intalco",Alcoa Corporation,"Aluminum,Electricity,Natural Gas","Europe,Canada,USA,Australia,Brazil,Iceland,Norway,Spain","New York,Washington"
Smelting joint venture company,Saudi Arabia,Alcoa Corporation,Aluminum,Saudi Arabia,
smelting potlines,"Warrick Operations,Indiana","Alcoa Corporation,Alumina Limited",Aluminum,USA,Indiana
St. Croix Alumina Facility,St. Croix,Alcoa Corporation,,St. Croix,
Structural Impoundments,,Alcoa Corporation,,,
Sao Luis Refinery Expansion,"Sao Luis,Brazil","AWAB,Alcoa Corporation","Bauxite,Alumina",Brazil,
Tailing Facilities,,Alcoa Corporation,,,
Wagerup Refinery,Western Australia,"Alcoa Corporation,Alumina Limited,AWAB,Rio Tinto,South32","Bauxite,Alumina,Calcined Coke,Electricity,Aluminum",Australia,
Warrick Operations,"Indiana,Warrick County","Alcoa Corporation,Kaiser Aluminum Corporation","Aluminum,Primary Aluminum",USA,Indiana
Wenatchee Aluminum Smelter,"Wenatchee,Washington,USA","Alcoa Corporation,Alumina Limited,AWAC,Ma'aden","Aluminum,Primary Aluminum",USA,Washington
Willowdale Mine,"Darling Range,Western Australia",Alcoa Corporation,Bauxite,Australia,
aluminum smelting and casting facilities,"Avila,Spain","Alcoa Corporation,PARTER Capital Group AG",Aluminum,Spain,
refining,"Australia,Spain,Brazil,Canada","Alcoa Corporation,Alumina Limited","Alumina,Aluminum","Australia,Spain,Brazil,Canada",
Bauxite Consortium,Guinea,"Alcoa Corporation,Alumina Limited",Bauxite,Guinea,
"Refinery,Alumina Assets",Spain,Alcoa Corporation,Alumina,Spain,
Refinery Assets,"Texas,Brazil,Canada,USA,San CipriÃÂ¡n,Spain,Southern Brazil,Kwinana,Pinjarra,Wagerup,Australia","Alcoa Corporation,Alumina Limited,AWAB,Rio Tinto,South32","Alumina,Aluminum,Electricity,Calcined Coke,Electricity","Brazil,Canada,Spain,Australia,USA",Texas
Mine and Refinery  in Suriname,Suriname,Alcoa Corporation,"Bauxite,Alumina",Suriname,
Strathcona Calciner,Southern Brazil,"Alcoa Corporation,Rio Tinto",Calcined Coke,Brazil,
Barra Grande Hydropower Plant,Southern Brazil,"Alcoa Corporation,Alumina Limited",,Brazil,
Estreito HPP,Northern Brazil,"Alcoa Corporation,Alumina Limited",,Brazil,
Serra Do FacÃ£o HPP,Central Brazil,"Alcoa Corporation,Alumina Limited",,Brazil,
Manicouagan Hydroelectric Project,"Quebec,Canada","Hydro-Quebec,Alcoa Corporation",,Canada,
Huntly And Willowdale Bauxite Mines,"Western Australia,Brazil,Guinea,Spain,Saudi Arabia,Canada,Darling Range,Juruti,Huntly mining areas,Willowdale mining area","Alcoa Corporation,Alumina Limited,AWAC,MBAC","Bauxite,Alumina,Aluminum","Australia,Brazil,Guinea,Spain,Saudi Arabia,Canada",
Jarrahdale Mining Center,Darling Range,WANL,Bauxite,Australia,
Refinery  located at Pinjarra,"Pinjarra,Kwinana,Waroona,Southwestern Australia",Alcoa Corporation,"Alumina,Bauxite",Australia,
"Alumar Smelter  Sao Luis,Brazil","Sao Luis,Brazil",Alcoa Corporation,"Alumina,Aluminum",Brazil,
Myara North  Mine,Western Australia,Alcoa Corporation,Bauxite,Australia,
Holyoake  Mine,Western Australia,Alcoa Corporation,Bauxite,Australia,
Residue Storage Facilities,Australia,Alcoa Corporation,,Australia,
Pier,Kwinana Refinery,Alcoa Corporation,Bauxite,Australia,
Worldwide Smelting And Casthouse System,"Multiple Countries,Canada,USA",Alcoa Corporation,"Primary Aluminum,Alumina","Canada,USA",
Portfolio of energy facilities,"Brazil,Canada,USA",Alcoa Corporation,Energy,"Brazil,Canada,USA",
Magnesium Smelter  in Addy,"Addy,Washington",Alcoa Corporation,"Metals,Magnesium",USA,Washington
Pocos de Caldas Smelter,Brazil,Alcoa Corporation,Alumina,Brazil,
Transmission Assets,"Indiana,Tennessee,New York,Washington",Alcoa Power Generating Inc.,Electricity,USA,"Indiana,New York,Tennessee,Washington"
Ore Crushing Equipment,"Darling Range,Trombetas",,Bauxite,"Australia,Brazil",
crushers,"Darling Range,WA",,Bauxite,Australia,
Long-Distance Conveyors,Darling Range,,Bauxite,Australia,
Fixed Plant For Ore Crushing And Washing,"Juruti,Trombetas",AWA Brasil,Bauxite,Brazil,
Water Supply Pumps And Pipeline,"Juruti,Para",AWA Brasil,Bauxite,Brazil,
Ore Stockpiles,"Juruti,Para",AWA Brasil,Bauxite,Brazil,
railroad,"Juruti,Para",AWA Brasil,Bauxite,Brazil,
tailings thickening and settling ponds,"Juruti,Brazil","AWA Brasil,Alcoa Corporation",Bauxite,Brazil,
Port,"Juruti,Para  State",AWA Brasil,Bauxite,Brazil,
Ship Loader,"Juruti,Para",AWA Brasil,Bauxite,Brazil,
aluminum manufacturing facilities,"Australia,Brazil,Canada,Iceland,Norway,Spain,USA","Alcoa Corporation,PARTER Capital Group AG","Aluminum,Primary Aluminum","Australia,Brazil,Canada,Iceland,Norway,Spain,USA",
Ship Unloaders,Sao Luis,Alcoa Corporation,Bauxite,Brazil,
Becancour Smelter,Becancour,Alcoa Corporation,Aluminum,Canada,
Brazilian Hydroelectric Facilities,Brazil,Alcoa Corporation,Electricity,Brazil,
La Coruna Aluminum Facilities,"Avila,A CoruÃ±a,Spain","Alcoa Corporation,PARTER Capital Group AG",Aluminum,Spain,
Coal Mine,Huntly  Mine,Alcoa Corporation,Bauxite,Australia,
Sherwin Alumina Refinery,"Sherwin,Texas","Copano Enterprises LLC,Ma'aden,Alcoa Corporation","Bauxite,Alumina",USA,Texas
Land And Buildings,,Alcoa Corporation,,,
Alumina Refinery,,Alcoa Corporation,,,
Vehicles,,Alcoa Corporation,,,
Dampier To Bunbury Natural Gas Pipeline,Western Australia,Alcoa Corporation,,Australia,
Office Facilities,Domestically And Internationally,Alcoa Corporation,,,
Production Sites,Domestically And Internationally,Alcoa Corporation,"Bauxite,Alumina,Aluminum",,
"Refineries (Pinjarra,Kwinana,Wagerup)","Pinjarra,Kwinana,Wagerup,Western Australia",Alcoa Corporation,Aluminum,Australia,
Alcoa's Darling Range Mining Operations,Darling Range,Alcoa Corporation,Bauxite,Australia,
Alcoa S.A. Smelter,"Poços de Caldas,Brazil",Alcoa Corporation,,Brazil,
Smelter Sites at Fusina and Portovesme,"Fusine,Italy; Portovesme,Italy",Alcoa Trasformazioni S.r.l.,,Italy,
Mining Areas And Refineries,"Hurricane Creek,AR",Alcoa Corporation,,USA,
