physical asset,location,ownership,commodity,Countries,status,USA states
Plant And Equipment,"['USA', 'Australia', 'International', 'California', 'Denver-Julesburg Basin', 'Delaware Basin']",Chevron Phillips Chemical Company LLC,Crude Oil,Australia,,"['California', 'Delaware']"
Plant And Equipment,"['USA', 'Australia', 'International', 'California', 'Denver-Julesburg Basin', 'Delaware Basin']",Chevron Phillips Chemical Company LLC,Natural Gas,USA,,"['California', 'Delaware']"
Plant And Equipment,"['USA', 'Australia', 'International', 'California', 'Denver-Julesburg Basin', 'Delaware Basin']",Chevron Phillips Chemical Company LLC,Natural Gas,Australia,,"['California', 'Delaware']"
Plant And Equipment,"['USA', 'Australia', 'International', 'California', 'Denver-Julesburg Basin', 'Delaware Basin']",Chevron Phillips Chemical Company LLC,Petroleum,USA,,"['California', 'Delaware']"
Plant And Equipment,"['USA', 'Australia', 'International', 'California', 'Denver-Julesburg Basin', 'Delaware Basin']",Chevron Phillips Chemical Company LLC,Petroleum,Australia,,"['California', 'Delaware']"
Plant And Equipment,"['USA', 'Australia', 'International', 'California', 'Denver-Julesburg Basin', 'Delaware Basin']",Chevron Phillips Chemical Company LLC,Chemicals,USA,,"['California', 'Delaware']"
Plant And Equipment,"['USA', 'Australia', 'International', 'California', 'Denver-Julesburg Basin', 'Delaware Basin']",Chevron Phillips Chemical Company LLC,Chemicals,Australia,,"['California', 'Delaware']"
Acreage,['Africa'],,Natural Gas,,,
C3 Splitter Project,"['Cedar Bayou', 'Texas']",Chevron Phillips Chemical Company LLC,,USA,,['Texas']
Chemical Plants,['International'],Chevron Corporation,Chemicals,,,
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,USA,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Canada,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Colombia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Angola,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Australia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Kazakhstan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Nigeria,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Argentina,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Israel,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Japan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Republic of Congo,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Crude Oil,Mexico,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,USA,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Canada,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Colombia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Angola,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Australia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Kazakhstan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Nigeria,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Argentina,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Israel,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Japan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Republic of Congo,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Natural Gas,Mexico,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,USA,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Canada,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Colombia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Angola,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Australia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Kazakhstan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Nigeria,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Argentina,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Israel,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Japan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Republic of Congo,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petroleum Products,Mexico,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petrochemicals,USA,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petrochemicals,Canada,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petrochemicals,Colombia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petrochemicals,Angola,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petrochemicals,Australia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petrochemicals,Kazakhstan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petrochemicals,Nigeria,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Chevron Corporation,Petrochemicals,Argentina,,"['California', 'Delaware']"
