physical asset,location,ownership,commodity,Countries,USA states
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",Clean Energy Businesses,Petroleum,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",Consolidated Edison Transmission,Electricity,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",Consolidated Edison Transmission,Natural Gas,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",Consolidated Edison Transmission,Petroleum,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",Consolidated Edison Company of New York,Electricity,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",Consolidated Edison Company of New York,Natural Gas,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",Consolidated Edison Company of New York,Petroleum,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",PRPs,Electricity,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",PRPs,Natural Gas,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",PRPs,Petroleum,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",EPA,Electricity,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",EPA,Natural Gas,USA,"Nevada,New York"
Distribution Facilities,"New York City,Westchester County,New York,Orange and Rockland Utilities's Service Area,Consolidated Edison Company of New York's Electric,Gas and Steam Systems,Newtown Creek,Customer Premises,New York State,Northeastern USA,Nevada",EPA,Petroleum,USA,"Nevada,New York"
distribution poles,,Consolidated Edison,nan,nan,
Distribution Substations,,Orange and Rockland Utilities,Electricity,nan,
Distribution Substations,,RECO,Electricity,nan,
Dover Station,"Dover Station,New York",Consolidated Edison Transmission,Electricity,USA,New York
Dover Station,"Dover Station,New York",NYISO,Electricity,USA,New York
Electric And Gas Plant Assets,USA,Consolidated Edison,nan,USA,
Electric And Gas Transmission Projects,USA,Consolidated Edison,Electricity,USA,
Electric And Gas Transmission Projects,USA,Consolidated Edison Transmission,Electricity,USA,
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",Consolidated Edison,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",National Grid plc,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",Avangrid Inc.,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",National Fuel Gas Company,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",CH Energy Group Inc.,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",Orange and Rockland Utilities,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",Clean Energy Businesses,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",Consolidated Edison Transmission,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",Consolidated Edison Company of New York,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",Orange and Rockland Utilities,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",PRPs,Electricity,USA,New York
Electric Generating Facilities,"New York State,New York City,Lower Hudson Valley,Westchester County,Northeastern USA",EPA,Electricity,USA,New York
Electric Generation Assets,"New York City,Westchester County",Consolidated Edison,Electricity,USA,New York
Electric Generation Assets,"New York City,Westchester County",Consolidated Edison,Power,USA,New York
Electric Utility Plant,"New York,Oil and Gas Regions Service Territory",Consolidated Edison,Electricity,USA,New York
Electric Utility Plant,"New York,Oil and Gas Regions Service Territory",Consolidated Edison,Natural Gas,USA,New York
Electric Utility Plant,"New York,Oil and Gas Regions Service Territory",Orange and Rockland Utilities,Electricity,USA,New York
Electric Utility Plant,"New York,Oil and Gas Regions Service Territory",Orange and Rockland Utilities,Natural Gas,USA,New York
electricity Grid,New York City,Consolidated Edison,Electricity,USA,New York
Energy Delivery Systems,,Consolidated Edison,Electricity,nan,
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",Consolidated Edison,Electricity,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",Consolidated Edison,Natural Gas,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",Clean Energy Businesses,Electricity,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",Clean Energy Businesses,Natural Gas,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",Consolidated Edison Transmission,Electricity,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",Consolidated Edison Transmission,Natural Gas,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",Consolidated Edison Company of New York,Electricity,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",Consolidated Edison Company of New York,Natural Gas,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",Orange and Rockland Utilities,Electricity,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",Orange and Rockland Utilities,Natural Gas,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",PRPs,Electricity,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",PRPs,Natural Gas,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",EPA,Electricity,USA,"Nevada,New York"
Energy Facilities,"New York City,Westchester County,New York State,Northeastern USA,Nevada",EPA,Natural Gas,USA,"Nevada,New York"
Energy Storage,New York State,Consolidated Edison,nan,USA,New York
Energy Storage,New York State,Orange and Rockland Utilities,nan,USA,New York
Environmental Protection Facilities,,Consolidated Edison,nan,nan,
equipment,"Downstate Northeastern Usa,New York City,New Jersey,Westchester County,Ny Iso Territories,Consolidated Edison Company of New York's Service Area,Virginia,Broken Bow Ii",Consolidated Edison,Wind Energy,USA,"New Jersey,New York,Virginia"
equipment,"Downstate Northeastern Usa,New York City,New Jersey,Westchester County,Ny Iso Territories,Consolidated Edison Company of New York's Service Area,Virginia,Broken Bow Ii",Consolidated Edison,Electricity,USA,"New Jersey,New York,Virginia"
equipment,"Downstate Northeastern Usa,New York City,New Jersey,Westchester County,Ny Iso Territories,Consolidated Edison Company of New York's Service Area,Virginia,Broken Bow Ii",Orange and Rockland Utilities,Wind Energy,USA,"New Jersey,New York,Virginia"
equipment,"Downstate Northeastern Usa,New York City,New Jersey,Westchester County,Ny Iso Territories,Consolidated Edison Company of New York's Service Area,Virginia,Broken Bow Ii",Orange and Rockland Utilities,Electricity,USA,"New Jersey,New York,Virginia"
equipment,"Downstate Northeastern Usa,New York City,New Jersey,Westchester County,Ny Iso Territories,Consolidated Edison Company of New York's Service Area,Virginia,Broken Bow Ii",Clean Energy Businesses,Wind Energy,USA,"New Jersey,New York,Virginia"
equipment,"Downstate Northeastern Usa,New York City,New Jersey,Westchester County,Ny Iso Territories,Consolidated Edison Company of New York's Service Area,Virginia,Broken Bow Ii",Clean Energy Businesses,Electricity,USA,"New Jersey,New York,Virginia"
Gas (Commodities),"Upstate New York,Westchester County",Consolidated Edison,Natural Gas,USA,New York
Gas (Commodities),"Upstate New York,Westchester County",Orange and Rockland Utilities,Natural Gas,USA,New York
Gas Distribution Pipes,"NYISO Territories,New York City",Consolidated Edison,Natural Gas,USA,New York
Gas Pipeline And Storage Business,"Northern Pennsylvania,Southern New York",Stagecoach Gas Services LLC,Natural Gas,USA,"New York,Pennsylvania"
Gas Pipeline And Storage Business,"Northern Pennsylvania,Southern New York",Consolidated Edison,Natural Gas,USA,"New York,Pennsylvania"
Gas Pipeline And Storage Business,"Northern Pennsylvania,Southern New York",Consolidated Edison Transmission,Natural Gas,USA,"New York,Pennsylvania"
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",Mountain Valley Pipeline LLC,Natural Gas,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",Mountain Valley Pipeline LLC,Electricity,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",Mountain Valley Pipeline LLC,Offshore Wind Electricity,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",Consolidated Edison Transmission,Natural Gas,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",Consolidated Edison Transmission,Electricity,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",Consolidated Edison Transmission,Offshore Wind Electricity,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",New York Transco,Natural Gas,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",New York Transco,Electricity,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",New York Transco,Offshore Wind Electricity,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",New York Power Authority,Natural Gas,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",New York Power Authority,Electricity,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",New York Power Authority,Offshore Wind Electricity,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",Propel NY Energy,Natural Gas,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",Propel NY Energy,Electricity,USA,New York
Gas Transmission Project,"WV,VA,Long Island and the rest of New York State",Propel NY Energy,Offshore Wind Electricity,USA,New York
Generating Stations,New York City,Consolidated Edison,Electricity,USA,New York
Great Valley Solar  (Solar Farm),California,Consolidated Edison,Solar Energy,USA,California
Great Valley Solar  (Solar Farm),California,Consolidated Edison,Electricity,USA,California
Honeoye Storage Corp,,Consolidated Edison Transmission,nan,nan,
Honeoye Storage Corp,,Consolidated Edison,nan,nan,
In-Service Line Transformers,,Orange and Rockland Utilities,Electricity,nan,
In-Service Line Transformers,,RECO,Electricity,nan,
Information Systems,,Consolidated Edison,nan,nan,
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",Consolidated Edison,Natural Gas,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",Consolidated Edison,Solar Energy,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",Consolidated Edison,Electricity,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",Orange and Rockland Utilities,Natural Gas,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",Orange and Rockland Utilities,Solar Energy,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",Orange and Rockland Utilities,Electricity,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",RECO,Natural Gas,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",RECO,Solar Energy,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",RECO,Electricity,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",The New York State Energy Research and Development Authority,Natural Gas,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",The New York State Energy Research and Development Authority,Solar Energy,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",The New York State Energy Research and Development Authority,Electricity,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",Clean Energy Businesses,Natural Gas,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",Clean Energy Businesses,Solar Energy,USA,New York
Infrastructure,"Consolidated Edison Company of New York Service Territory,New York State,NYISO Territories,Northeastern USA",Clean Energy Businesses,Electricity,USA,New York
Infrastructure And Operations Services,,Contractors,nan,nan,
Lead-Jacketed Electric Cables,"Newtown Creek,Narrowsburg,New York,Saddle Brook,New Jersey,Philadelphia,Pennsylvania,Old Bridge,Elizabeth,Vineland,Carlstadt,New Rochelle",Consolidated Edison,Electricity,USA,"New Jersey,New York,Pennsylvania"
Lead-Jacketed Electric Cables,"Newtown Creek,Narrowsburg,New York,Saddle Brook,New Jersey,Philadelphia,Pennsylvania,Old Bridge,Elizabeth,Vineland,Carlstadt,New Rochelle",PRPs,Electricity,USA,"New Jersey,New York,Pennsylvania"
Manufactured Gas Plants,"Orange County,Rockland County,New York City,Westchester County,Superfund Sites",Orange and Rockland Utilities,nan,USA,New York
Manufactured Gas Plants,"Orange County,Rockland County,New York City,Westchester County,Superfund Sites",Consolidated Edison,nan,USA,New York
Mesquite Solar (Solar Energy Plant),Nevada And Arizona,Consolidated Edison,Solar Energy,USA,"Arizona,Nevada"
Mesquite Solar (Solar Energy Plant),Nevada And Arizona,Consolidated Edison,Electricity,USA,"Arizona,Nevada"
Mountain Valley Pipeline,"West Virginia,Virginia,Northern Pennsylvania,Southern New York",Consolidated Edison,Natural Gas,USA,"New York,Pennsylvania,Virginia,West Virginia"
Mountain Valley Pipeline,"West Virginia,Virginia,Northern Pennsylvania,Southern New York",Consolidated Edison Transmission,Natural Gas,USA,"New York,Pennsylvania,Virginia,West Virginia"
Mountain Valley Pipeline,"West Virginia,Virginia,Northern Pennsylvania,Southern New York",Mountain Valley Pipeline LLC,Natural Gas,USA,"New York,Pennsylvania,Virginia,West Virginia"
Mountain Valley Pipeline,"West Virginia,Virginia,Northern Pennsylvania,Southern New York",Orange and Rockland Utilities,Natural Gas,USA,"New York,Pennsylvania,Virginia,West Virginia"
Municipal Infrastructure,,Consolidated Edison,Electricity,nan,
Net Plant,,Consolidated Edison,nan,nan,
New England Assets,New England,Consolidated Edison,Electricity,USA,
Non-Utility Property,,Consolidated Edison,nan,nan,
overhead distribution lines,,Orange and Rockland Utilities,Electricity,nan,
overhead distribution lines,,RECO,Electricity,nan,
PJM Assets,"NJ,PA,PJM Region",Consolidated Edison,Electricity,USA,"Pennsylvania,New Jersey"
Power Grid,"Brooklyn,New York,USA",Consolidated Edison,Electricity,USA,New York
Properties (formerly used by Consolidated Edison Company of New York in its Operations),,Consolidated Edison,nan,nan,
Real Estate,,Consolidated Edison,nan,nan,
Renewable Electric Project,"Long Island,New York State,Virginia",Consolidated Edison,Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Consolidated Edison,Offshore Wind Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Consolidated Edison,Renewable Energy,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Clean Energy Businesses,Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Clean Energy Businesses,Offshore Wind Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Clean Energy Businesses,Renewable Energy,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Consolidated Edison Transmission,Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Consolidated Edison Transmission,Offshore Wind Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Consolidated Edison Transmission,Renewable Energy,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",New York Transco,Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",New York Transco,Offshore Wind Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",New York Transco,Renewable Energy,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",New York Power Authority,Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",New York Power Authority,Offshore Wind Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",New York Power Authority,Renewable Energy,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Propel NY Energy,Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Propel NY Energy,Offshore Wind Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",Propel NY Energy,Renewable Energy,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",NYSERDA,Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",NYSERDA,Offshore Wind Electricity,USA,"New York,Virginia"
Renewable Electric Project,"Long Island,New York State,Virginia",NYSERDA,Renewable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Consolidated Edison,Renewable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Consolidated Edison,Electricity,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Consolidated Edison,Sustainable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Clean Energy Businesses,Renewable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Clean Energy Businesses,Electricity,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Clean Energy Businesses,Sustainable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",NYSERDA,Renewable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",NYSERDA,Electricity,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",NYSERDA,Sustainable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Equinor Wind US LLC,Renewable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Equinor Wind US LLC,Electricity,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Equinor Wind US LLC,Sustainable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Sunrise Wind LLC,Renewable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Sunrise Wind LLC,Electricity,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",Sunrise Wind LLC,Sustainable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",RWE Renewables America LLC,Renewable Energy,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",RWE Renewables America LLC,Electricity,USA,"New York,Virginia"
Renewable Energy Projects,"Virginia,New York",RWE Renewables America LLC,Sustainable Energy,USA,"New York,Virginia"
Right-Of-Use Assets,,Consolidated Edison,nan,nan,
Steam And Gas Distribution Systems,"New York City,Flatbush (Brooklyn),Westchester County",Consolidated Edison,Natural Gas,USA,New York
Steam And Gas Distribution Systems,"New York City,Flatbush (Brooklyn),Westchester County",Consolidated Edison,Electricity,USA,New York
Texas Solar (Physical Asset),Texas,Consolidated Edison,Electricity,USA,Texas
Thermal Energy Network Pilot Projects,New York State,Consolidated Edison,Thermal Energy,USA,New York
Thermal Energy Network Pilot Projects,New York State,Orange and Rockland Utilities,Thermal Energy,USA,New York
Transmission Companies,,Consolidated Edison Transmission,Electricity,nan,
Transmission Companies,,Consolidated Edison Transmission,Natural Gas,nan,
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",Consolidated Edison,Electricity,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",Consolidated Edison,Petroleum,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",Consolidated Edison Transmission,Electricity,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",Consolidated Edison Transmission,Petroleum,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",Orange and Rockland Utilities,Electricity,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",Orange and Rockland Utilities,Petroleum,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",Clean Energy Businesses,Electricity,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",Clean Energy Businesses,Petroleum,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",Consolidated Edison Company of New York,Electricity,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",Consolidated Edison Company of New York,Petroleum,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",PRPs,Electricity,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",PRPs,Petroleum,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",EPA,Electricity,USA,New York
transmission facilities,"New York City,Westchester County,Lower Hudson Valley,New York State,Northeastern USA",EPA,Petroleum,USA,New York
Transmission Piping,Consolidated Edison Company of New York's Service Area,Consolidated Edison,nan,nan,
Transmission System,"Long Island,New York",Consolidated Edison Transmission,Electricity,USA,New York
Transmission System,"Long Island,New York",Consolidated Edison Transmission,Natural Gas,USA,New York
Transmission System,"Long Island,New York",RECO,Electricity,USA,New York
Transmission System,"Long Island,New York",RECO,Natural Gas,USA,New York
Transmission System,"Long Island,New York",Consolidated Edison,Electricity,USA,New York
