physical asset,location,ownership,commodity,Countries,USA states
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Oil,Libya,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Oil,Malaysia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Oil,Norway,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Oil,Qatar,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Oil,USA,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Bitumen,Canada,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Bitumen,Australia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Bitumen,China,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Bitumen,Libya,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Bitumen,Malaysia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Bitumen,Norway,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Bitumen,Qatar,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Bitumen,USA,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Liquified Gas,Canada,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Liquified Gas,Australia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Liquified Gas,China,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Liquified Gas,Libya,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Liquified Gas,Malaysia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Liquified Gas,Norway,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Liquified Gas,Qatar,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Liquified Gas,USA,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Gas,Canada,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Gas,Australia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Gas,China,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Gas,Libya,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Gas,Malaysia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Gas,Norway,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Gas,Qatar,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Gas,USA,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Natural Gas Liquids,Canada,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Natural Gas Liquids,Australia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Natural Gas Liquids,China,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Natural Gas Liquids,Libya,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Natural Gas Liquids,Malaysia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Natural Gas Liquids,Norway,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Natural Gas Liquids,Qatar,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",ConocoPhillips,Natural Gas Liquids,USA,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Coal Bed Methane,Canada,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Coal Bed Methane,Australia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Coal Bed Methane,China,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Coal Bed Methane,Libya,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Coal Bed Methane,Malaysia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Coal Bed Methane,Norway,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Coal Bed Methane,Qatar,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Coal Bed Methane,USA,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Oil,Canada,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Oil,Australia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Oil,China,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Oil,Libya,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Oil,Malaysia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Oil,Norway,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Oil,Qatar,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Oil,USA,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Bitumen,Canada,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Bitumen,Australia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Bitumen,China,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Bitumen,Libya,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Bitumen,Malaysia,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Bitumen,Norway,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Bitumen,Qatar,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Bitumen,USA,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Liquified Gas,Canada,"['Alaska', 'Delaware']"
Development Wells,"['Delaware Basin', 'Midland Basin', 'Canada', 'Permian Basin', 'Alaska', 'USA', 'Norway', 'Australia', 'China', 'Qatar', 'Libya', 'Lower 48', 'Europe', 'Middle East and North Africa', 'Asia Pacific/Middle East', 'Africa', 'Other Areas']",Origin Energy Limited,Liquified Gas,Australia,"['Alaska', 'Delaware']"
