physical asset,location,ownership,commodity,Countries,USA states
Kuparuk Field,"Alaska, North Slope, Greater Kuparuk Area",ConocoPhillips,Oil,USA,Alaska
Leasehold  ,"Delaware Basin, Midland Basin, Canada, Alaska, Kamunsu East Field",ConocoPhillips,"Oil, Gas","Canada, Malaysia, USA","Alaska, Delaware"
Liquified Gas  Developments,,ConocoPhillips,"Liquified Gas , Oil, Bitumen, Gas, Natural Gas Liquids",,
Liquified Gas  Facility,"Curtis Island near Gladstone, Bowen and Surat Basins, Queensland, Australia","ConocoPhillips, Origin Energy, Sinopec","Gas, Oil",Australia,
Liquified Gas  Operations,North America,ConocoPhillips,"Gas, Oil",,
Marine Operations,North America,ConocoPhillips,Oil,,
Montney Acreage,"Canada, Lower 48 States",ConocoPhillips,"Gas, Oil",Canada,
Gas Plants,"USA, Canada, Asia, Africa, Europe, Prudhoe Bay, South Sumatra",ConocoPhillips,"Oil, Gas","Canada, USA, Indonesia",
Net Acres (Land),Permian Basin,ConocoPhillips,,USA,
Plants And Equipment,Permian Basin,"ConocoPhillips, Shell, Oil and Gas Joint Ventures","Oil, Gas

",USA,
Niobrara Interests ,"Niobrara, Argentina, Lower Segment",ConocoPhillips,Oil,"Argentina, USA",
Ocean Transport Vessels,Navigable Waters Of The USA,"ConocoPhillips, Owners And Operators","Oil, Gas",USA,
Office Buildings,,ConocoPhillips,"Oil, Gas",,
Offshore Oil And Gas Platforms,"Global, Europe, Africa, Carpinteria, California, Permian Basin, New Mexico, West Texas, Texas",ConocoPhillips,"Oil, Gas","USA, Mexico","California, New Mexico, Texas"
Offshore Properties,"USA Waters, North Field, Carpinteria, California","ConocoPhillips, Lessees Or Permittees, QatarEnergy","Oil, Gas",USA,California
Oil Sands,"Canada, Alberta",ConocoPhillips,"Oil, Bitumen, Oil Sands",Canada,
operated wells,"Delaware Basin, Midland Basin, Eagle Ford, Bakken, Malaysia, USA, Norway, Canada, Australia, China, Qatar, Libya, Alaska, Europe, Middle East and North Africa, Asia Pacific/Middle East,  Montney, Africa, Other Areas","ConocoPhillips, Origin Energy Limited, China Petrochemical Corporation (Sinopec), Shell, Concho, Equity Affiliates","Coal Bed Methane, Oil, Bitumen, Liquified Gas, Natural Gas Liquids, Gas","Australia, Canada, China, Libya, Malaysia, Norway, Qatar, USA","Alaska, Delaware"
Other Eastern Export Terminals,Libya,ConocoPhillips,Oil,Libya,
"Facilities, Equipment","Germany, USA, Permian Basin, Africa, Europe, Asia Pacific, China, Senegal, Alaska, Norway, Qatar, British Columbia, West Texas, Canada","ConocoPhillips, Shell, Concho, QatarEnergy","Oil, Gas, Bitumen","Canada, China, Germany, Norway, Qatar, Senegal, USA","Alaska, Texas"
Petrozuata Heavy Oil Ventures,Petrozuata,Petroleos De Venezuela S.A. (PDVSA),Heavy Oil,Venezuela,
Pipeline And Liquified Gas  Assets,"North Slope, Sabine Pass, Texas","ConocoPhillips, Trans-Alaska Pipeline System (TAPS), Golden Pass Pipeline","Oil, Gas",USA,Texas
Pipeline Capacity Between Canada And U.S. Gulf Coast,Between Canada And The Gulf Coast,ConocoPhillips,,"Canada, USA",
Pipelines,"Alaska, North Slope, USA",ConocoPhillips,"Oil, Gas, Petroleum Liquids",USA,Alaska
"Property, Plant & Equipment",,"ConocoPhillips, Consolidated Companies","Oil, Gas 
",,
Producing Properties,,ConocoPhillips,"Oil, Gas",,
Production Assets,"Arctic Fields, Prudhoe Bay",ConocoPhillips,"Oil, Gas",USA,
Proved Developed And Undeveloped Reserves,,"Consolidated Companies, ConocoPhillips","Oil, Gas",,
Proved Property,"Asia Pacific, Alaska, USA, Canada, Europe, Middle East, Africa","ConocoPhillips, Equity Affiliates","Oil, Gas","Canada, USA",Alaska
Prudhoe Bay Field,"Alaska, North Slope, Prudhoe Bay",ConocoPhillips,"Oil, Gas, Natural Gas Liquids",USA,Alaska
Reservoir Simulation Models,,ConocoPhillips,Oil,,
reservoirs,"Alaska, Europe, Asia Pacific, Middle East, Africa, USA, Canada, Permian",ConocoPhillips,Oil,"Canada, USA",Alaska
SAGD Facilities,,ConocoPhillips,"Oil, Gas",,
Seawater Treatment Plant,"Kuparuk, Prudhoe Bay",ConocoPhillips,"Oil,Water",USA,
Shell's Assets in the Delaware Basin  ,"Delaware Basin, Texas",ConocoPhillips,Gas,USA,"Delaware, Texas"
Sites,"Federal Superfund Sites, Comparable State And International Sites, Willow Project",ConocoPhillips,"Oil, Gas",,
Storage Assets,,ConocoPhillips,,,
Support Equipment,"Germany, USA, Permian Delaware Basin, Africa, Europe, Lower 48, Asia Pacific Middle East, China, Senegal, Alaska, Norway, NFE and NFS Liquified Gas  projects in Qatar, British Columbia, West Texas, Canada, Qatar","ConocoPhillips,Shell,Concho,QatarEnergy","Oil, Gas, Bitumen, Liquified Gas","Canada, China, Germany, Norway, Qatar, Senegal, USA","Alaska, Delaware, Texas"
Suspended Exploratory Wells,"Delaware Basins, Canada, Alaska, Permian Basin, Delaware Basin, Midland Basin, Norway, Malaysia, Libya, Australia West, Colombia, Central Louisiana, Wind River Basin, Madden Field, Lost Cabin Gas Plant, USA, Australia, China, Qatar, Lower 48, Europe, Middle East and North Africa, Asia Pacific/Middle East, Montney, Africa, Other Areas","ConocoPhillips,Origin Energy Limited, China Petrochemical Corporation (Sinopec), Shell, Concho, Equity Affiliates","Oil, Gas, Coal Bed Methane, Bitumen, Liquified Gas, Natural Gas Liquids","Canada, Australia, Colombia, Libya, Malaysia, Norway, China, Qatar, USA","Alaska, Delaware, Louisiana"
Tangible Equipment,"Operational Sites Worldwide, Germany, USA, Permian, Africa, Europe, Lower 48, Asia Pacific/Middle East, China, Senegal, Alaska, Norway, Qatar, British Columbia, West Texas, Canada","ConocoPhillips, Shell, Concho, QatarEnergy","Liquified Gas , Bitumen, Oil, Gas ","Canada, China, Germany, Norway, Qatar, Senegal, USA","Alaska, Texas"
Terminalling Operations In The U.K.,United Kingdom,ConocoPhillips,"Oil, Natural Gas Liquids, Gas",United Kingdom,
Terminals,,,"Oil, Gas",,
Tor II Redevelopment Project,Norway,ConocoPhillips,"Oil, Natural Gas Liquids, Gas",Norway,
Transportation Operations,North America,ConocoPhillips,"Oil, Gas, Bitumen, Liquified Gas, Natural Gas Liquids",,
Tugboats,,ConocoPhillips,"Oil, Gas",,
Two Frac Crews,"Delaware Basin, Midland Basin, Eagle Ford",ConocoPhillips,Oil,USA,Delaware
"Two Offshore Platforms (Located Near Carpinteria, California)","Carpinteria, California",ConocoPhillips,"Gas, Oil",USA,California
Waddell Ranch Interests,Lower Permian Basin,ConocoPhillips,Oil,USA,
water treatment facilities,Bowen And Surat Basins,"ConocoPhillips, Origin Energy Limited",Coal Bed Methane,Australia,
Well Locations,Lower Permian Basin,"ConocoPhillips, Shell, Equity Affiliates","Oil, Gas, Natural Gas Liquids",USA,
well logs  ,,ConocoPhillips,Oil,,
Greater Point McIntyre Area Fields,Alaska,ConocoPhillips,"Oil, Gas, Natural Gas Liquids",USA,Alaska
Alpine Field,"Western North Slope, Alaska, USA",ConocoPhillips,"Oil, Gas, Natural Gas Liquids",USA,Alaska
Nanuq Field,"Western North Slope, Alaska, USA",ConocoPhillips,"Oil, Gas, Natural Gas Liquids",USA,Alaska
Fiord Field,"Western North Slope, Alaska, USA",ConocoPhillips,"Oil, Gas, Natural Gas Liquids",USA,Alaska
Australia Pacific Liquified Gas  Pty Ltd (Physical Asset),"Bowen And Surat Basins In Queensland, Australia","ConocoPhillips, Origin Energy Limited, China Petrochemical Corporation (Sinopec) ",Coal Bed Methane,Australia,
Liquified Gas  Trains,"Curtis Island near Gladstone, Queensland","ConocoPhillips, QatarEnergy",Liquified Gas,Australia,
Exploration Permit,"Otway Basin, Australia","ConocoPhillips, 3D Oil","Coal, Briquettes, Methanol",Australia,
Oil Production Facilities,"USA, Canada, Asia, Africa, Europe, Alaska, Arctic Fields",ConocoPhillips,"Oil, Bitumen, Liquified Gas, Gas, Natural Gas Liquids","Canada, USA",Alaska
Bitumen Production Facilities,"USA, Canada, Asia, Africa, Europe, Arctic Fields, Prudhoe Bay",ConocoPhillips,"Bitumen, Oil, Gas","Canada, USA",
Gas Liquids Production Facilities,"USA, Canada, Asia, Africa, Europe, Arctic Fields",ConocoPhillips,"Gas Liquids, Oil, Gas
","Canada, USA",
Liquified Gas  Liquefaction Facilities,"Australia, Qatar",ConocoPhillips,Liquified Gas,"Australia, Qatar",
Well Containment Equipment And Technology,USA Gulf Of Mexico,Marine Well Containment Company (MWCC),"Gas, Oil, Bitumen","Mexico, USA",
Subsea Well-Control Equipment,Global,"Oil Spill Response Limited (OSRL), Subsea Well Intervention Service (SWIS)","Gas, Oil, Bitumen",,
Carbon Dioxide Storage Sites,USA Gulf Coast,ConocoPhillips,,USA,
teesside oil terminal,Teesside,ConocoPhillips,Oil,United Kingdom,
Compression Facilities,,ConocoPhillips,"Oil, Bitumen, Liquified Gas, Natural Gas Liquids",,
Willow,Alaska,ConocoPhillips,"Gas, Oil",USA,Alaska
Shell Permian Assets,Texas,ConocoPhillips,"Oil, Gas",USA,Texas
"Appraisal And Development Activities At Montney (Oil Sands), Optimization And Development Of Oil Sands [Physical Asset]",Canada,ConocoPhillips,"Oil, Oil Sands",Canada,
Individually Significant Leaseholds,"Delaware And Midland Basins, Canada, Alaska, Permian Basin",ConocoPhillips,"Oil, Gas","Canada, USA","Alaska, Delaware"
APLiquified Gas  Production And Pipeline System,"Bowen and Surat Basins, Ekofisk, Teesside, U.K., Bowen and Surat Basins, Queensland, Australia","Origin Energy Limited, ConocoPhillips,  Sinopec","Gas, Oil, Coal Bed Methane",Australia,
Wind River Basin Operations Area,Lower,ConocoPhillips,Gas,,
Madden Field,Wind River Basin,ConocoPhillips,Gas,USA,
Lost Cabin Gas Plant,Wind River Basin,ConocoPhillips,Gas,USA,
Central Power Station,Prudhoe Bay,ConocoPhillips,,USA,
Central Production Facilities,"Kuparuk, Arctic Fields, Prudhoe Bay, Colville River Unit, Prudhoe Bay Field, Alpine Field",ConocoPhillips,"Oil, Gas",USA,
Rigs  (Drilling equipment for oil and gas extraction),"Colville River Unit, Delaware Basin, Midland Basin, Eagle Ford",ConocoPhillips,"Oil, Gas",USA,Delaware
Operations Center And Camp,Willow Project,ConocoPhillips,"Oil, Gas",USA,
Tankers,"Valdez, West Coast of the USA, St. Fergus, United Kingdom, Valdez, Alaska","Polar Tankers Inc., ConocoPhillips","Oil, Gas",USA,Alaska
condensate processing facilities,"Texas, New Mexico",ConocoPhillips ,"Natural Gas Liquids, Oil, Bitumen, Liquified Gas , Gas",Mexico,"New Mexico, Texas"
Sage Pipeline (Pipeline),"Scottish Area Gas Evacuation (SAGE) Terminal at St. Fergus, United Kingdom, North Slope, Sabine Pass, Texas","ConocoPhillips, Trans-Alaska Pipeline System (TAPS), Golden Pass Pipeline","Gas, Oil","United Kingdom, USA",Texas
Kobra East And Gekko (Keg) Project,Norwegian Sector Of The North Sea,ConocoPhillips,Oil,,
Subsea Tieback To The Alvheim FPSO ,Norwegian Sector Of The North Sea,ConocoPhillips,Oil,,
Breidablikk Project,Norwegian Sector Of The North Sea,Partner-Operated,Oil,,
Exploration Well (on PL919),North Sea,Partner-Operated,Gas,,
Warka Discovery Well on License PL1009,Norwegian Sea,ConocoPhillips,Gas,,
"Oil stabilization and Gas Liquids processing facility (at Teesside, U.K.)","Teesside, UK",ConocoPhillips ,Oil,United Kingdom,
Tension Leg Platform,KBB Platform,ConocoPhillips,Oil,Malaysia,
Pipes,KBB Platform,ConocoPhillips,Oil,Malaysia,
Blocks (wl4),Salam And Benum Fields,ConocoPhillips,Oil,Malaysia,
"Block [Sk304] 
","Sarawak Offshore, Malaysia",ConocoPhillips,"Oil 
",Malaysia,
Block (Sb405),"Sabah Offshore, Malaysia",ConocoPhillips,Oil,Malaysia,
Port Arthur Liquified Gas  Project,Port Arthur,ConocoPhillips,Liquified Gas ,Australia,
Onshore facilities,USA,ConocoPhillips,Oil,USA,
underground injection wells,USA,ConocoPhillips,,USA,
Liquified Gas  Project (Physical Asset),Qatar,"ConocoPhillips, QatarEnergy",Liquified Gas,Qatar,
[Asset Retirement Obligations (ARO)],Worldwide,ConocoPhillips,"Oil, Gas",,
Plugging and Abandonment of Wells,Worldwide,ConocoPhillips,"Oil, Gas",,
BC Ferries,Lower,ConocoPhillips,Bitumen,,
exploration leases,Alaska,ConocoPhillips,"Oil, Gas, Natural Gas Liquids",USA,Alaska
rotary-drilled wells,Kuparuk,ConocoPhillips,"Oil, Gas",USA,
Horizontal Multi-Laterals [Facilities],Kuparuk,ConocoPhillips,"Oil, Gas",USA,
Coiled-Tubing Drilling Rig,Western North Slope,ConocoPhillips,"Oil, Gas",USA,
Conventional Rotary Rig,Western North Slope,ConocoPhillips,"Oil, Gas",USA,
Extended Reach Drilling Rig,Western North Slope,ConocoPhillips,"Oil,Gas",USA,
3D Seismic Survey [Physical Asset],State And Federal Lands,ConocoPhillips,"Oil, Gas",,
Near Vertical Sidetrack Wellbore,"Coyote Brook  


",ConocoPhillips,"Oil, Gas",,
One Rig (Drilling Platform),Bakken,ConocoPhillips,Oil,USA,
One Frac Crew ,Bakken,ConocoPhillips,Oil,USA,
Liquified Gas  Carriers,Globally,QatarEnergy,Liquified Gas,,
gas treating facilities,Onshore,QatarEnergy,Liquified Gas,,
Oil Fields,"Corridor Block, South Sumatra",ConocoPhillips,"Oil, Gas",Indonesia,
Grissik and Suban Gas Processing Plants,"Corridor Block, South Sumatra",ConocoPhillips,Gas,Indonesia,
Duri Steam Flood,Central Sumatra,ConocoPhillips,Gas,Indonesia,
Golden Pass Liquified Gas  Terminal,"Lower Segment 
",ConocoPhillips,,,
Developed Properties ,Niobrara Asset,ConocoPhillips,"Oil, Gas",USA,
