physical asset,location,ownership,commodity,Countries,status,USA states
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,France,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Italy,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Belgium,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Australia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Kazakhstan,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Papua New Guinea,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,United Arab Emirates,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Nigeria,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Guyana,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Brazil,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Russia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Angola,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,USA,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Canada,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Singapore,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,United Kingdom,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,France,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Italy,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Belgium,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Australia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Kazakhstan,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Papua New Guinea,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,United Arab Emirates,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Nigeria,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Guyana,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Brazil,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Russia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Natural Gas,Angola,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,USA,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Canada,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Singapore,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,United Kingdom,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,France,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Italy,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Belgium,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Australia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Kazakhstan,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Papua New Guinea,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,United Arab Emirates,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Nigeria,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Guyana,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Brazil,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Russia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Refinery Products,Angola,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,USA,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Canada,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Singapore,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,United Kingdom,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,France,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Italy,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Belgium,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Australia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Kazakhstan,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Papua New Guinea,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,United Arab Emirates,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Nigeria,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Guyana,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Brazil,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Russia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Crude Oil,Angola,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,USA,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Canada,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Singapore,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,United Kingdom,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,France,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Italy,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Belgium,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Australia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Kazakhstan,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Papua New Guinea,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,United Arab Emirates,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Nigeria,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Guyana,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Brazil,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Russia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Natural Gas,Angola,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,USA,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Canada,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Singapore,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,United Kingdom,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,France,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Italy,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Belgium,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Australia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Kazakhstan,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Papua New Guinea,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,United Arab Emirates,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Nigeria,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Guyana,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Brazil,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Russia,,
Additions To Property,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",Pioneer Natural Resources Company,Refinery Products,Angola,,
Plant And Equipment,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,USA,,
Plant And Equipment,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Canada,,
Plant And Equipment,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Singapore,,
Plant And Equipment,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,United Kingdom,,
Plant And Equipment,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,France,,
Plant And Equipment,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Italy,,
Plant And Equipment,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Belgium,,
Plant And Equipment,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Australia,,
Plant And Equipment,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Kazakhstan,,
Plant And Equipment,"USA,Canada,Singapore,United Kingdom,France,Italy,Belgium,Australia,Kazakhstan,Papua New Guinea,United Arab Emirates,Nigeria,Guyana,Brazil,Russia,Angola,Midland Basin",ExxonMobil,Crude Oil,Papua New Guinea,,
