physical asset,location,ownership,commodity,Countries,USA states
distribution infrastructure,"West Virginia, USA, South Carolina, East Ohio,  North Carolina, Texas, Northeastern North Carolina, PJM WholesaleElectricity Markets, Utah, Wyoming, Idaho, Ohio, Connecticut, California, Pennsylvania, Washington D.C.","Dominion Energy, Virginia Power, SCANA, Dominion Energy-South Carolina, East Ohio, Questar Natural Gas, Wexpro, PSNC","Energy,Electricity,Renewable Energy, Natural Gas",USA,"California, Connecticut, Idaho, North Carolina, Ohio, Pennsylvania, South Carolina, Texas, Utah, Virginia, Washington, West Virginia, Wyoming"
Dominion Energy And Virginia Power's Regulated Businesses,Virginia,"Dominion Energy, Virginia Power","Nuclear Fuel,Electricity",USA,Virginia
"Dominion Energy Kewaunee, Inc.","Wisconsin, Kewaunee, USA","Dominion Energy,EnergySolutions","Electricity,Nuclear Power",USA,Wisconsin
Dominion Energy's Facilities,"Five States, Multiple Locations, USA","Dominion Energy, Virginia Power","Electricity, Energy",USA,
electric distribution grid,"Virginia, South Carolina","Virginia Power, Dominion Energy, Dominion Energy-South Carolina","Electricity,Electricity  

",USA,"South Carolina, Virginia"
Electric Facilities,"Virginia, South Carolina, Ohio, Utah, West Virginia, Pennsylvania,  Wyoming, North Carolina, Idaho","Virginia Power, Dominion Energy, Dominion Energy-South Carolina, Questar Natural Gas, Hope, SCANA, PSNC, Third Parties ","Electricity, Natural Gas,Coal,Renewable Energy",USA,"Idaho, North Carolina, Ohio, Pennsylvania, South Carolina, Utah, Virginia, West Virginia, Wyoming"
Electric Transmission,"Virginia, South Carolina, North Carolina, West Virginia,  PJM service territory, Loudoun County","Dominion Energy, Virginia Power, Dominion Energy-South Carolina","Electricity, Energy",USA,"North Carolina, South Carolina, Virginia, West Virginia"
Energy Projects,"Virginia, USA","Virginia Power, Dominion Energy","Renewable Energy,Electricity, Natural Gas",USA,Virginia
Manufactured Natural Gas Plants,"Virginia 
",Dominion Energy,,"USA  
 ",Virginia
Natural Gas Distribution Network,"North Carolina, Ohio, West Virginia, Utah, Wyoming, Idaho, Southwestern Wyoming, Southeastern Idaho","Dominion Energy, Virginia Power","Natural Gas,Energy",USA,"Idaho, North Carolina, Ohio, Utah, Virginia, West Virginia, Wyoming"
Natural Gas Distribution Pipelines,"Virginia, Wyoming, USA","Dominion Energy, Wexpro",Natural Gas,USA,"Virginia, Wyoming"
Natural Gas Transmission And Storage Operations  ,"Various States, Virginia, South Carolina, USA","Dominion Energy, Dominion Energy-South Carolina","Natural Gas,Electricity",USA,"South Carolina, Virginia"
Generating Facilities,"North Carolina, Virginia, Ohio, Utah, Idaho, West Virginia, South Carolina, Pennsylvania, Wyoming,  Coastal Virginia, East Ohio","Virginia Power, Dominion Energy, Questar Natural Gas, Hope, SCANA, Dominion Energy-South Carolina, PSNC, Third Parties","Electricity, Natural Gas,Coal,Renewable Energy",USA,"Idaho, North Carolina, Ohio, Pennsylvania, South Carolina, Utah, Virginia, West Virginia, Wyoming"
GW Wind Generation Facility,"Miles Off The Coast Of Virginia Beach, Virginia In Federal Waters Adjacent To The Cvow Pilot Project And Associated Interconnection Facilities In And Around Virginia Beach, Virginia",Virginia Power,"Wind Power,Electricity",USA,Virginia
hydroelectric generation facilities,,"Virginia Power, Dominion Energy","Energy,Electricity",,
Hydroelectric pumped storage facility,Southwest Virginia,Virginia Power,Electricity,USA,Virginia
Impoundments,Different Facilities,Dominion Energy,Coal,,
Information Technology Systems,Ohio,East Ohio,"Energy, Natural Gas",USA,Ohio
Inventory [Inventory],,"Contracted Assets,Dominion Energy",,,
Jones Act Compliant Vessel,Virginia,Dominion Energy,Electricity,USA,Virginia
Landfills,Virginia,"Dominion Energy,Dominion Energy-South Carolina",,USA,Virginia
liquefaction facility,Cove Point,"Dominion Energy, Cove Point Liquefied Natural Gas LP","Natural Gas, Liquefied Natural Gas",USA,
Liquefied Natural Gas Import/Export And Storage Facility,"Chesapeake Bay, Maryland, Utah","Dominion Energy, Cove Point Liquefied Natural Gas LP, Dominion Energy, PSNC, Questar Natural Gas","Natural Gas, Liquefied Natural Gas",USA,"Maryland, Utah"
Millstone,"Connecticut, Massachusetts","Dominion Energy, Virginia Power, Dominion Energy Nuclear Connecticut Inc., Massachusetts Municipal Wholesale Electric Company, Green Mountain Power, Eversource Energy, The United Illuminating Company","Energy,Electricity",USA,"Connecticut, Massachusetts"
Natural Gas Assets,"South Carolina, Ohio, North Carolina, Utah, Wyoming, Idaho","Dominion Energy,Dominion Energy-South Carolina,Vanguard Renewables","Natural Gas,Renewable Natural Gas",USA,"Idaho, North Carolina, Ohio, South Carolina, Utah, Wyoming"
Non-Jurisdictional Solar Generation Facilities,Nine States Including Virginia,"Dominion Energy, Virginia Power",Electricity,USA,Virginia
Non-Wholly Owned Nonregulated Solar Facilities,,Dominion Energy,,,
"Property, Plant And Equipment (Excluding Land)","Central, Southern, Southwestern Portions Of South Carolina, North Carolina, Cayce, USA","Dominion Energy, Virginia Power","Natural Gas,Electricity",USA,"North Carolina, South Carolina"
Nonregulated Solar Projects,"Virginia, Ohio, South Carolina, North Carolina, Texas, Pennsylvania","Dominion Energy, Virginia Power","Solar Power,Electricity,Renewable Energy",USA,"North Carolina, Ohio, Pennsylvania, South Carolina, Texas, Virginia"
North Anna (Power Plant),"North Anna, Jenkinsville, Surry, Virginia","ODEC, Virginia Power, Dominion Energy, Dominion Energy-South Carolina, Santee Cooper","Energy,Electricity, Nuclear Power",USA,Virginia
Nuclear Facilities,"Virginia, Coastal Virginia, North Anna, Surry, East Ohio,  South Carolina, Pennsylvania, Cove Point, Wyoming, Ohio, North Carolina, Dominion Energy Virginia, Richmond,   Jasper County, southwestern Wyoming, southeastern Idaho, PJM, USA","Dominion Energy, Dominion Energy-South Carolina, Virginia Power, Questar Natural Gas, SCANA, Dominion Energy-South Carolina, PSNC, Third Parties","Electricity, Natural Gas,Coal,Renewable Energy",USA,"Idaho, North Carolina, Ohio, Pennsylvania, South Carolina, Virginia, Wyoming"
Nuclear Fuel,Virginia Power's Service Territory,Dominion Energy,"Nuclear Power,Electricity, Nuclear Fuel",USA,Virginia
nuclear generation stations,"Virginia, USA, South Carolina, Millstone","Dominion Energy, Virginia Power",Electricity,USA,"South Carolina, Virginia"
Nuclear Units,"Surry, North Anna, Virginia, Jenkinsville, South Carolina","Dominion Energy, Virginia Power, ODEC, Dominion Energy-South Carolina, Santee Cooper","Electricity, Energy",USA,"South Carolina, Virginia"
Office Equipment,"North Carolina, PJM Service Territory, East Ohio, PSNC, Questar Natural Gas, Wexpro, Wyoming, Ohio, Virginia, Northeastern North Carolina, South Carolina, Utah, Idaho, NND Project, Dominion Energy Virginia, Eastern And Rocky Mountain Regions Of The USA, Offshore Facilities, Virginia Power's Service Territory, Birdseye","Dominion Energy, Virginia Power, Questar Natural Gas, SCANA, PSNC, Dominion Energy-South Carolina, Dominion Energy Subsidiaries, Wexpro","Oil, Natural Gas,Solar Power,Electricity, Steel  
",USA,"Idaho, North Carolina, Ohio, South Carolina, Utah, Virginia, Wyoming"
Offshore Construction Components,,Dominion Energy,Steel,,
Offshore Wind Installation Vessel,"Offshore, USA","Dominion Energy, Virginia Power ","Wind Power, Steel",USA,
pipeline,"North Carolina, South Carolina, Virginia, Ohio, Connecticut, California, Buncombe County","Dominion Energy, PSNC, Dominion Energy-South Carolina, East Ohio","Natural Gas,Electricity, Fuel",USA,"California, Connecticut, North Carolina, Ohio, South Carolina, Virginia"
Pipeline Integrity Management Infrastructure,"North Carolina, South Carolina, Virginia, Ohio, Connecticut, California","PSNC, Dominion Energy-South Carolina, Dominion Energy","Natural Gas,Electricity",USA,"California, Connecticut, North Carolina, Ohio, South Carolina, Virginia"
Plant,"Central, Southern And Southwestern Portions Of South Carolina And North Carolina, USA","Dominion Energy, Virginia Power","Electricity, Natural Gas",USA,"North Carolina, South Carolina"
Plant Construction And Other Property Additions,"Central, Southern, Southwestern Portions Of South Carolina, North Carolina, Cayce, USA","Dominion Energy,Virginia Power","Natural Gas,Electricity",USA,"North Carolina, South Carolina"
pollution control equipment,Virginia Power's Generating Facilities,Dominion Energy,,USA,Virginia
Q-Pipe Group ,Dominion Energy's Service Area,"Dominion Energy, Southwest Natural Gas",Natural Gas,,
Real Estate,South Carolina,"Dominion Energy, Dominion Energy-South Carolina",,USA,South Carolina
simple cycle combustion turbines,"Virginia, Marine Environment","Virginia Power, Dominion Energy","Electricity,Steel",USA,Virginia
Solar Facilities,"Virginia, Mid-Atlantic, Southeast, Midwest, Louisa, North Anna, Surry, Coastal Virginia, East Ohio, Ohio, North Carolina, South Carolina, Pennsylvania, West Virginia, Utah, Idaho, Wyoming","Dominion Energy, Virginia Power, Terra Nova Renewable Partners, Clearway, Questar Natural Gas, Hope, SCANA, Dominion Energy-South Carolina, PSNC, Third Parties ","Electricity,Renewable Energy,Coal,Oil,Natural Gas, Liquefied Natural Gas, Nuclear Power",USA,"Idaho, North Carolina, Ohio, Pennsylvania, South Carolina, Utah, Virginia, West Virginia, Wyoming"
Substations,"Virginia, North Carolina","Dominion Energy, Virginia Power",Electricity,USA,"North Carolina, Virginia"
Supply Header Project ,,Dominion Energy,Natural Gas,,
Turbine Technology,,Dominion Energy,,,
Utility Property,South Carolina,"Dominion Energy, Dominion Energy-South Carolina",Electricity,USA,South Carolina
Utility-Scale Solar Generation Projects,"Surry County, Virginia; Contracted Energy, North Carolina; South Carolina; Ohio","Virginia Power, Dominion Energy","Solar Power,Renewable Energy,Electricity  

",USA,"North Carolina, Ohio, South Carolina, Virginia"
Vehicles,,Dominion Energy,,,
Wastewater Treatment Systems,Williams Facility,"Dominion Energy,Virginia Power,Dominion Energy-South Carolina",Electricity,USA,
Nuclear Development Project ,"Jenkinsville, South Carolina","Dominion Energy-South Carolina, Santee Cooper",Electricity,USA,South Carolina
Generation Capacity (Regulated Electric Utility And Its Related Energy Supply),Virginia,Dominion Energy,Electricity,USA,Virginia
Data Centers,"Loudon County, Virginia",,,USA,Virginia
transmission projects,"West Virginia, South Carolina, North Carolina, Virginia, Loudoun County, Ohio","Virginia Power, PSNC, Dominion Energy","Electricity, Natural Gas  

",USA,"North Carolina, Ohio, South Carolina, Virginia, West Virginia"
Nuclear Reactors,Surry And North Anna,Virginia Power,Electricity,USA,
Solar Panels,South Carolina,Dominion Energy-South Carolina,Electricity,USA,South Carolina
coal facilities,"Eastern Kentucky, Tennessee, Virginia, West Virginia",Dominion Energy-South Carolina,,USA,"Kentucky, Tennessee, Virginia, West Virginia"
Nuclear Reactor,South Carolina,"Dominion Energy-South Carolina, Santee Cooper, Dominion Energy, Virginia Power","Electricity, Energy",USA,South Carolina
Well Construction Activities,,Dominion Energy,"Natural Gas,Oil",,
Infrastructure Improvements,"South Carolina, East Ohio, North Carolina, Texas, Virginia, Utah, Wyoming, Idaho, Ohio","Dominion Energy, Virginia Power, SCANA, Dominion Energy-South Carolina, East Ohio, Questar Natural Gas, Wexpro, PSNC","Electricity, Natural Gas,Renewable Energy,Solar Power",USA,"Idaho, North Carolina, Ohio, South Carolina, Texas, Utah, Virginia, Wyoming"
Smaller Electric Generation (Power Plant),"Implied By Dominion Energy's Service Area, Populated Areas 
",Dominion Energy,Electricity,USA,
Natural Gas Compressor Stations,Dominion Energy Service Area,Dominion Energy,Natural Gas,USA,
Coal-Fired Generation Operations,Virginia,"Dominion Energy, Virginia Power",Electricity,USA,Virginia
Other Infrastructure Projects,"South Carolina, East Ohio,  North Carolina, Texas, Utah, Wyoming, Idaho, Ohio, Virginia, West Virginia ","Dominion Energy, Virginia Power, SCANA, Dominion Energy-South Carolina, East Ohio, Wrangler, Questar Natural Gas, Wexpro, PSNC","Renewable Energy,Electricity, Natural Gas,Solar Power",USA,"Idaho, North Carolina, Ohio, South Carolina, Texas, Utah, Virginia, West Virginia, Wyoming"
Electric Utility Service Territories ,"Eastern Portions Of South Carolina, North Carolina And Virginia",Dominion Energy,Electricity,USA,"North Carolina, South Carolina, Virginia"
"transmission, gathering and storage pipeline","Ohio, North Carolina, Utah, Southwestern Wyoming, Southeastern Idaho, Buncombe County, North Carolina","Dominion Energy, PSNC","Natural Gas, Fuel",USA,"Idaho, North Carolina, Ohio, Utah, Wyoming"
distribution mains,"Ohio, North Carolina, Utah, Southwestern Wyoming, Southeastern Idaho",,Natural Gas,USA,"Idaho, North Carolina, Ohio, Utah, Wyoming"
Integrated Underground Storage Facilities,Various Locations,,Natural Gas,,
Liquefied Natural Gas Terminalling Services,,Dominion Energy,Natural Gas,,
Ash Pond,Virginia,Virginia Power,,USA,Virginia
Landfill,Virginia,Virginia Power,,USA,Virginia
Once-Through Cooling Systems,,"Dominion Energy, Virginia Power",Electricity,,
Intake Structure Modifications,,"Dominion Energy, Virginia Power, Dominion Energy-South Carolina",Electricity,,
Nuclear Power Station,"North Anna, Jenkinsville, South Carolina, Virginia","Dominion Energy, Virginia Power, Dominion Energy-South Carolina, Santee Cooper, Eversource Energy, The United Illuminating Company",Electricity,USA,"South Carolina, Virginia"
Dominion Energy Questar Pipeline,,Dominion Energy,,,
Eagle Solar  ,,Dominion Energy,,,
"MountainWest Pipeline, LLC",,Dominion Energy,,,
"Granite Mountain Holdings, LLC",,Dominion Energy,,,
Green Mountain Power Corporation,,Dominion Energy,,,
Greensville County Power Station,"Greensville County, Virginia",Dominion Energy,Electricity,USA,Virginia
Renewable Generation Facilities,Virginia,"Dominion Energy, Virginia Power, Vanguard Renewables","Electricity, Renewable Natural Gas",USA,Virginia
Rooftop Solar,Distributed Energy Resources,Virginia Power,Electricity,,
new utility-scale renewable generation and storage,,"Dominion Energy, Virginia Power","Electricity, Energy",,
Biomass Supply,Virginia,Virginia Power,Electricity,USA,Virginia
Utility Generation Assets,"Dominion Energy-South Carolina's Service Territory In South Carolina, Virginia","Dominion Energy-South Carolina, Dominion Energy","Electricity,Electricity",USA,"South Carolina, Virginia"
Williams turbine facilities,,Dominion Energy-South Carolina,Natural Gas,,
Parr turbine facilities,,Dominion Energy-South Carolina,Natural Gas,,
Smart Meters,Dominion Energy-South Carolina's Service Territory In South Carolina,Dominion Energy-South Carolina,Electricity,USA,South Carolina
Operating Facilities,,Dominion Energy,"Oil, Natural Gas",,
Carbon-Free Baseload Nuclear Generation  [Nuclear Power Plant],Multiple Locations,Dominion Energy,Electricity,,
Vessel,Offshore,Dominion Energy,,,
Solar Farm,Madison,Dominion Energy,Solar Power,USA,
Dominion Energy Virginia Power Non-Jurisdictional [Including Plant Under Construction],,"Dominion Energy, Virginia Power",,,
Bath County Pumped Storage Station,,"Virginia Power, Dominion Energy ",Hydroelectricity,,
Substation,"Jasper County, South Carolina",,Electricity,USA,South Carolina
"A MW Baseload Carbon-Capture Compatible CleanCoal Powered Electric Generation Facility In Wise County, Virginia","Wise County, Virginia",Virginia Power,Electricity,USA,Virginia
"Proposed Electric Interconnection And Transmission Facilities [in And Around Virginia Beach, Virginia]","Virginia Beach, Virginia",Virginia Power,Electricity,USA,Virginia
"A MW Utility-Scale Solar Power Station [In Louisa County, Virginia]","Louisa County, Virginia, Surry County, Isle of Wight County","Dominion Energy, Virginia Power","Electricity,Solar Power",USA,Virginia
facilities under development,"Mid-Atlantic, Southeast, Midwest",Dominion Energy,Electricity,USA,
north anna (Power Plant),"Wisconsin, Kewaunee, USA","Dominion Energy, Virginia Power, Dominion Energy Nuclear Connecticut Inc., Massachusetts Municipal Wholesale Electric Company, Green Mountain Power","Nuclear Power,Electricity",USA,Wisconsin
Pumped HydroElectricity And Storage Facilities,rr,Virginia Power,Electricity,USA,
Energy resources,"Virginia, USA","Virginia Power, Dominion Energy",Electricity,USA,Virginia
Bath County power station,USA,Dominion Energy,Electricity ,USA,
Clover power station,USA,Dominion Energy,Electricity ,USA,
Millstone power station,USA,Dominion Energy,Electricity ,USA,
Summer power station,USA,Dominion Energy,Electricity ,USA,
Natural Gas Gathering Systems,"Colorado, Utah, Wyoming","Wexpro, Dominion Energy",Natural Gas,USA,"Colorado, Utah, Wyoming"
Solar Or Wind Generation Facilities,"Nine States Including Virginia, USA","Virginia Power, Dominion Energy","Electricity, Energy ",USA,Virginia
Grassfield Solar ,,Virginia Power,Electricity,,
Norway Solar Farm,,Virginia Power,Electricity,,
Sycamore Solar  ,,Virginia Power,Electricity,,
Virginia Facilities,"Virginia, Coastal Virginia, East Ohio, Utah, Idaho, West Virginia, South Carolina, Pennsylvania, Cove Point, Wyoming, Ohio, North Carolina, Dominion Energy Virginia, Richmond,  PJM","Virginia Power, Dominion Energy, Questar Natural Gas, Hope, SCANA, Dominion Energy-South Carolina, PSNC, Third Parties","Electricity, Natural Gas,Coal,Renewable Energy",USA,"Idaho, North Carolina, Ohio, Pennsylvania, South Carolina, Utah, Virginia, West Virginia, Wyoming"
Steam Cycle ,,,Electricity,,
Sites,SCANA Headquarters,Dominion Energy,,USA,
ladysmith plant,"Ladysmith, VA",Dominion Energy,Natural Gas,USA,
remington plant,"Remington, VA",Dominion Energy,Natural Gas,USA,
possum point plant,"Dumfries, VA",Dominion Energy,Natural Gas,USA,
chesterfield plant,"Chester, VA",Dominion Energy,Coal,USA,
elizabeth river plant,"Chesapeake, VA",Dominion Energy,Natural Gas,USA,
gordonsville energy plant,"Gordonsville, VA",Dominion Energy,Coal,USA,
gravel neck plant,"Surry, VA",Dominion Energy,Natural Gas,USA,
darbytown plant,"Richmond, VA",Dominion Energy,Natural Gas,USA,
mt. storm plant,"Mt. Storm, WV",Dominion Energy,Coal,USA,
chesterfield(1) plant,"Chester, VA",Dominion Energy,Coal,USA,
virginia city hybrid energy center,"Wise County, VA",Dominion Energy,Coal,USA,
clover plant,"Clover, VA",Dominion Energy,Coal,USA,
surry plant,"Surry, VA",Dominion Energy,Nuclear Power,USA,
north anna plant,"Mineral, VA",Dominion Energy,Nuclear Power,USA,
bath county plant,"Warm Springs, VA",Dominion Energy,Hydroelectricity,USA,
Natural Gaston plant,"Roanoke Rapids, NC",Dominion Energy,Hydroelectricity,USA,
roanoke rapids plant,"Roanoke Rapids, NC",Dominion Energy,Hydroelectricity,USA,
yorktown(1) plant,"Yorktown, VA",Dominion Energy,Oil,USA,
gravel neck (ct) plant,"Surry, VA",Dominion Energy,Oil,USA,
darbytown (ct) plant,"Richmond, VA",Dominion Energy,Oil,USA,
rosemary (cc) plant,"Roanoke Rapids, NC",Dominion Energy,Oil,USA,
possum point (ct) plant,"Dumfries, VA",Dominion Energy,Oil,USA,
low moor (ct) plant,"Covington, VA",Dominion Energy,Oil,USA,
northern neck (ct) plant,"Lively, VA",Dominion Energy,Oil,USA,
chesapeake (ct) plant,"Chesapeake, VA",Dominion Energy,Oil,USA,
colonial trail west plant,"Surry County, VA",Dominion Energy,Solar Power,USA,
dry bread plant,"Emporia, VA",Dominion Energy,Solar Power,USA,
spring grove plant,"Surry County, VA",Dominion Energy,Solar Power,USA,
whitehouse solar plant,"Louisa County, VA",Dominion Energy,Solar Power,USA,
woodland solar plant,"Isle of Wight County, VA",Dominion Energy,Solar Power,USA,
altavista plant,"Altavista, VA",Dominion Energy,Biomass,USA,
polyester plant,"Hopewell, VA",Dominion Energy,Biomass,USA,
cvow pilot project,"Virginia Beach, VA",Dominion Energy,Wind Power,USA,Virginia
mt. storm (ct) plant,"Mt. Storm, WV",Dominion Energy,Wind Power,USA,
