physical asset,location,ownership,commodity,Countries,USA states
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Wexpro,Nuclear Fuel,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy,Natural Gas,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy,Oil,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy,Electricity,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy,Nuclear Fuel,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Virginia Power,Natural Gas,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Virginia Power,Oil,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Virginia Power,Electricity,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Virginia Power,Nuclear Fuel,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Questar Natural Gas,Natural Gas,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Questar Natural Gas,Oil,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Questar Natural Gas,Electricity,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Questar Natural Gas,Nuclear Fuel,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",SCANA,Natural Gas,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",SCANA,Oil,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",SCANA,Electricity,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",SCANA,Nuclear Fuel,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",PSNC,Natural Gas,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",PSNC,Oil,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",PSNC,Electricity,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",PSNC,Nuclear Fuel,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy-South Carolina,Natural Gas,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy-South Carolina,Oil,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy-South Carolina,Electricity,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy-South Carolina,Nuclear Fuel,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy Subsidiaries,Natural Gas,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy Subsidiaries,Oil,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy Subsidiaries,Electricity,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Dehydration Equipment,"['Wyoming', 'North Carolina', 'PJM Service Territory', 'East Ohio', 'PSNC', 'Questar Natural Gas', 'Wexpro', 'Ohio', 'Virginia', 'Northeastern North Carolina', 'South Carolina', 'Utah', 'Idaho', 'NND Project', 'Dominion Energy Virginia', 'Eastern And Rocky Mountain Regions Of The USA', 'Offshore', 'Birdseye']",Dominion Energy Subsidiaries,Nuclear Fuel,USA,"['Idaho', 'North Carolina', 'Ohio', 'South Carolina', 'Utah', 'Virginia', 'Wyoming']"
Development Wells,,Dominion Energy,Oil,,
Development Wells,,Dominion Energy,Natural Gas,,
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",Dominion Energy,Energy,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",Dominion Energy,Electricity,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",Dominion Energy,Renewable Energy,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",Dominion Energy,Natural Gas,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",Virginia Power,Energy,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",Virginia Power,Electricity,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",Virginia Power,Renewable Energy,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",Virginia Power,Natural Gas,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",SCANA,Energy,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",SCANA,Electricity,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",SCANA,Renewable Energy,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
distribution infrastructure,"['West Virginia', 'USA', 'South Carolina', 'East Ohio', 'North Carolina', 'Texas', 'Northeastern North Carolina', 'PJM WholesaleElectricity Markets', 'Utah', 'Wyoming', 'Idaho', 'Ohio', 'Connecticut', 'California', 'Pennsylvania', 'Washington D.C.']",SCANA,Natural Gas,USA,"['California', 'Connecticut', 'Idaho', 'North Carolina', 'Ohio', 'Pennsylvania', 'South Carolina', 'Texas', 'Utah', 'Virginia', 'Washington', 'West Virginia', 'Wyoming']"
