physical asset,location,ownership,commodity,Countries,status,USA states
Coal-Fired Generating Facilities,"['North Carolina', 'Indiana', 'Florida', 'Ohio', 'South Carolina', 'Kentucky', 'Portions Of North Carolina And South Carolina', 'Portions Of Indiana']",Duke Energy Progress,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
Coal-Fired Generating Facilities,"['North Carolina', 'Indiana', 'Florida', 'Ohio', 'South Carolina', 'Kentucky', 'Portions Of North Carolina And South Carolina', 'Portions Of Indiana']",Duke Energy Indiana,Energy,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
Coal-Fired Generating Facilities,"['North Carolina', 'Indiana', 'Florida', 'Ohio', 'South Carolina', 'Kentucky', 'Portions Of North Carolina And South Carolina', 'Portions Of Indiana']",Duke Energy Indiana,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
Coal-Fired Generating Facilities,"['North Carolina', 'Indiana', 'Florida', 'Ohio', 'South Carolina', 'Kentucky', 'Portions Of North Carolina And South Carolina', 'Portions Of Indiana']",Duke Energy Florida,Energy,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
Coal-Fired Generating Facilities,"['North Carolina', 'Indiana', 'Florida', 'Ohio', 'South Carolina', 'Kentucky', 'Portions Of North Carolina And South Carolina', 'Portions Of Indiana']",Duke Energy Florida,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
Coal-Fired Generating Facilities,"['North Carolina', 'Indiana', 'Florida', 'Ohio', 'South Carolina', 'Kentucky', 'Portions Of North Carolina And South Carolina', 'Portions Of Indiana']",Duke Energy Ohio,Energy,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
Coal-Fired Generating Facilities,"['North Carolina', 'Indiana', 'Florida', 'Ohio', 'South Carolina', 'Kentucky', 'Portions Of North Carolina And South Carolina', 'Portions Of Indiana']",Duke Energy Ohio,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
Coal-Fired Generating Facilities,"['North Carolina', 'Indiana', 'Florida', 'Ohio', 'South Carolina', 'Kentucky', 'Portions Of North Carolina And South Carolina', 'Portions Of Indiana']",Duke Energy,Energy,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
Coal-Fired Generating Facilities,"['North Carolina', 'Indiana', 'Florida', 'Ohio', 'South Carolina', 'Kentucky', 'Portions Of North Carolina And South Carolina', 'Portions Of Indiana']",Duke Energy,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
Commercial Renewables Business Segment,['nan'],Duke Energy,Energy Generation,nan,,['nan']
Construction Projects,"['North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy,Natural Gas,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
cooling water intake structures,['nan'],Duke Energy,Electricity,nan,,['nan']
cooling water intake structures,['nan'],Duke Energy,Natural Gas,nan,,['nan']
Crystal River Unit,"['Crystal River', 'Florida']",Duke Energy Florida,Electricity,USA,,['Florida']
Crystal River Unit,"['Crystal River', 'Florida']",Duke Energy Florida,Electricity,USA,,['Florida']
Crystal River Unit,"['Crystal River', 'Florida']",Duke Energy,Electricity,USA,,['Florida']
Crystal River Unit,"['Crystal River', 'Florida']",Duke Energy,Electricity,USA,,['Florida']
Damage Assessors,['Service Territories'],Duke Energy,Electricity,nan,,['nan']
Dan River Steam Station,"['Eden', 'North Carolina', 'South Carolina']",Duke Energy Carolinas,Coal,USA,,"['South Carolina', 'North Carolina']"
Dan River Steam Station,"['Eden', 'North Carolina', 'South Carolina']",Duke Energy Carolinas,Electricity,USA,,"['South Carolina', 'North Carolina']"
Dan River Steam Station,"['Eden', 'North Carolina', 'South Carolina']",Duke Energy,Coal,USA,,"['South Carolina', 'North Carolina']"
Dan River Steam Station,"['Eden', 'North Carolina', 'South Carolina']",Duke Energy,Electricity,USA,,"['South Carolina', 'North Carolina']"
Debary Solar Plant,['Duke Energy Florida'],Duke Energy,Solar Energy,USA,,['Florida']
Debary Solar Plant,['Duke Energy Florida'],Duke Energy,Electricity,USA,,['Florida']
Debary Solar Plant,['Duke Energy Florida'],Utilities,Solar Energy,USA,,['Florida']
Debary Solar Plant,['Duke Energy Florida'],Utilities,Electricity,USA,,['Florida']
Distributed Generation Group,"['Regions Where Duke Energy Operates', 'North Carolina']",Duke Energy,Electricity,USA,,['North Carolina']
Distributed Generation Group,"['Regions Where Duke Energy Operates', 'North Carolina']",ArcLight affiliates,Electricity,USA,,['North Carolina']
Distributed Generation Group,"['Regions Where Duke Energy Operates', 'North Carolina']",Duke Energy Carolinas,Electricity,USA,,['North Carolina']
Distribution Network,"['Indiana', 'North Carolina']",Duke Energy,Electricity,USA,,"['Indiana', 'North Carolina']"
dual-fuel generating facilities,"['Carolinas', 'Florida', 'Indiana', 'Ohio', 'EU & IS Service Area', 'Kentucky', 'North Carolina', 'South Carolina']",Duke Energy Carolinas,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
dual-fuel generating facilities,"['Carolinas', 'Florida', 'Indiana', 'Ohio', 'EU & IS Service Area', 'Kentucky', 'North Carolina', 'South Carolina']",Duke Energy Florida,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
dual-fuel generating facilities,"['Carolinas', 'Florida', 'Indiana', 'Ohio', 'EU & IS Service Area', 'Kentucky', 'North Carolina', 'South Carolina']",Duke Energy Indiana,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
dual-fuel generating facilities,"['Carolinas', 'Florida', 'Indiana', 'Ohio', 'EU & IS Service Area', 'Kentucky', 'North Carolina', 'South Carolina']",Duke Energy Ohio,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
dual-fuel generating facilities,"['Carolinas', 'Florida', 'Indiana', 'Ohio', 'EU & IS Service Area', 'Kentucky', 'North Carolina', 'South Carolina']",EU&I,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
dual-fuel generating facilities,"['Carolinas', 'Florida', 'Indiana', 'Ohio', 'EU & IS Service Area', 'Kentucky', 'North Carolina', 'South Carolina']",Duke Energy Progress,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
dual-fuel generating facilities,"['Carolinas', 'Florida', 'Indiana', 'Ohio', 'EU & IS Service Area', 'Kentucky', 'North Carolina', 'South Carolina']",Duke Energy,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Kentucky', 'North Carolina']"
Duke Energy Carolinas Facilities,"['North Carolina', 'South Carolina', 'Florida', 'Ohio', 'Tennessee', 'Indiana', 'Kentucky']",Duke Energy Carolinas,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Tennessee', 'Kentucky', 'North Carolina']"
Duke Energy Carolinas Facilities,"['North Carolina', 'South Carolina', 'Florida', 'Ohio', 'Tennessee', 'Indiana', 'Kentucky']",Duke Energy Carolinas,Electricity Distribution,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Tennessee', 'Kentucky', 'North Carolina']"
Duke Energy Carolinas Facilities,"['North Carolina', 'South Carolina', 'Florida', 'Ohio', 'Tennessee', 'Indiana', 'Kentucky']",Duke Energy,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Tennessee', 'Kentucky', 'North Carolina']"
Duke Energy Carolinas Facilities,"['North Carolina', 'South Carolina', 'Florida', 'Ohio', 'Tennessee', 'Indiana', 'Kentucky']",Duke Energy,Electricity Distribution,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Tennessee', 'Kentucky', 'North Carolina']"
Duke Energy Carolinas Facilities,"['North Carolina', 'South Carolina', 'Florida', 'Ohio', 'Tennessee', 'Indiana', 'Kentucky']",Duke Energy Progress,Electricity,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Tennessee', 'Kentucky', 'North Carolina']"
Duke Energy Carolinas Facilities,"['North Carolina', 'South Carolina', 'Florida', 'Ohio', 'Tennessee', 'Indiana', 'Kentucky']",Duke Energy Progress,Electricity Distribution,USA,,"['Ohio', 'South Carolina', 'Florida', 'Indiana', 'Tennessee', 'Kentucky', 'North Carolina']"
Duke Energy Indiana Holdco,['Indiana'],Duke Energy,Electricity,USA,,['Indiana']
Duke Energy Indiana Holdco,['Indiana'],Duke Energy Indiana,Electricity,USA,,['Indiana']
LLC,['Indiana'],Duke Energy,Electricity,USA,,['Indiana']
LLC,['Indiana'],Duke Energy Indiana,Electricity,USA,,['Indiana']
Electric Transmission Infrastructure Investments,['Ohio'],Duke Energy,Electricity,USA,,['Ohio']
Electric Transmission Infrastructure Investments,['Ohio'],Duke Energy Carolinas,Electricity,USA,,['Ohio']
Electric Transmission Infrastructure Investments,['Ohio'],Duke Energy Ohio,Electricity,USA,,['Ohio']
Regulated Electric Utilities,"['Carolinas', 'Florida', 'Midwest']",Duke Energy,Electricity,USA,,['Florida']
Regulated Electric Utilities,"['Carolinas', 'Florida', 'Midwest']",Duke Energy Progress,Electricity,USA,,['Florida']
Natural Gas Local Distribution Companies (in Ohio and Kentucky),"['Ohio', 'Kentucky']",Duke Energy,Natural Gas,USA,,"['Ohio', 'Kentucky']"
Natural Gas Storage,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Piedmont,Natural Gas,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Natural Gas Storage,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Piedmont,Electricity,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Natural Gas Storage,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Ohio,Natural Gas,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Natural Gas Storage,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Ohio,Electricity,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Natural Gas Storage,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Kentucky,Natural Gas,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Natural Gas Storage,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Kentucky,Electricity,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Midstream Pipeline,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Piedmont,Natural Gas,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Midstream Pipeline,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Piedmont,Electricity,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Midstream Pipeline,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Ohio,Natural Gas,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Midstream Pipeline,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Ohio,Electricity,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Midstream Pipeline,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Kentucky,Natural Gas,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Midstream Pipeline,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Kentucky,Electricity,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
and Renewable Natural Gas Investments,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Piedmont,Natural Gas,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
and Renewable Natural Gas Investments,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Piedmont,Electricity,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
and Renewable Natural Gas Investments,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Ohio,Natural Gas,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
and Renewable Natural Gas Investments,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Ohio,Electricity,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
and Renewable Natural Gas Investments,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Kentucky,Natural Gas,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
and Renewable Natural Gas Investments,"['Carolinas', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Kentucky,Electricity,USA,,"['Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Distribution,"['Carolinas', 'Ohio']",Duke Energy,Electricity,USA,,['Ohio']
Electric Distribution,"['Carolinas', 'Ohio']",Duke Energy Ohio,Electricity,USA,,['Ohio']
Electric Gas,['nan'],Duke Energy Carolinas,Electricity,nan,,['nan']
Electric Gas,['nan'],Duke Energy Carolinas,Natural Gas,nan,,['nan']
Electric Gas,['nan'],Duke Energy Progress,Electricity,nan,,['nan']
Electric Gas,['nan'],Duke Energy Progress,Natural Gas,nan,,['nan']
Electric Gas,['nan'],Duke Energy,Electricity,nan,,['nan']
Electric Gas,['nan'],Duke Energy,Natural Gas,nan,,['nan']
Electric Gas,['nan'],Duke Energy Ohio,Electricity,nan,,['nan']
Electric Gas,['nan'],Duke Energy Ohio,Natural Gas,nan,,['nan']
Total Utilities And Infrastructure,['nan'],Duke Energy Carolinas,Electricity,nan,,['nan']
Total Utilities And Infrastructure,['nan'],Duke Energy Carolinas,Natural Gas,nan,,['nan']
Total Utilities And Infrastructure,['nan'],Duke Energy Progress,Electricity,nan,,['nan']
Total Utilities And Infrastructure,['nan'],Duke Energy Progress,Natural Gas,nan,,['nan']
Total Utilities And Infrastructure,['nan'],Duke Energy,Electricity,nan,,['nan']
